station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
HEI,2020-02-12 11:53,-102.6560,46.0149,828.00,17.10,14.00,87.38,10.00,23.00,,29.87,1015.00,1.50,30.00,FEW,BKN,OVC,,900.00,1600.00,2800.00,,-SN BR,,,,39.00,10.00,2020-02-12 11:03,-1.71,KHEI 121153Z AUTO 01023G30KT 1 1/2SM -SN BR FEW009 BKN016 OVC028 M08/M10 A2987 RMK AO2 PK WND 01039/1103 PRESRR SLP150 P0000 60000 7//// T10831100 10000 21083 53032,
FAR,2020-02-12 11:53,-96.8111,46.9253,274.00,5.00,1.00,83.12,350.00,31.00,0.03,29.85,1012.70,0.25,41.00,VV ,,,,700.00,,,,-SN FZFG,,,,43.00,350.00,2020-02-12 11:26,-20.76,KFAR 121153Z 35031G41KT 1/4SM -SN FZFG VV007 M15/M17 A2985 RMK AO2 PK WND 35043/1126 SLP127 P0003 60008 70008 T11501172 11022 21150 53038 $,
GFK,2020-02-12 11:53,-97.1761,47.9492,257.00,-5.00,-9.00,82.74,360.00,35.00,0.03,29.97,1017.00,0.25,44.00,VV ,,,,500.00,,,,FZFG,,,,48.00,350.00,2020-02-12 11:17,-36.01,KGFK 121153Z 36035G44KT 1/4SM R35L/2000V3500FT FZFG VV005 M21/M23 A2997 RMK AO2 PK WND 35048/1117 SNE53 SLP170 4/013 P0003 60012 70012 T12061228 11017 21206 53045 $,
MOT,2020-02-12 11:54,-101.2803,48.2594,523.00,1.90,-6.00,68.77,360.00,16.00,,30.08,1022.10,10.00,24.00,OVC,,,,4900.00,,,,,,,,27.00,360.00,2020-02-12 11:31,-18.81,KMOT 121154Z AUTO 36016G24KT 10SM OVC049 M17/M21 A3008 RMK AO2 PK WND 36027/1131 SNE30 SLP221 P0000 60000 T11671211 11028 21167 53041,
S32,2020-02-12 11:55,-98.1059,47.4228,434.00,-0.40,-0.40,100.00,10.00,27.00,0.00,29.92,,0.50,40.00,BKN,OVC,,,3500.00,4200.00,,,-SN,,,,,,,-26.82,KS32 121155Z AUTO 01027G40KT 1/2SM -SN BKN035 OVC042 M18/M18 A2992 RMK AO2,
20U,2020-02-12 11:55,-103.9821,46.9252,840.00,17.60,15.80,92.50,20.00,20.00,0.00,29.98,,2.00,28.00,OVC,,,,600.00,,,,-DZ,,,,,,,0.01,K20U 121155Z AUTO 02020G28KT 2SM -DZ OVC006 M08/M09 A2998 RMK AO2,
9D7,2020-02-12 11:55,-99.2364,48.4800,451.00,-9.40,-9.40,100.00,,,0.00,30.05,,5.00,,BKN,OVC,,,900.00,6000.00,,,BR,,,,,,,,K9D7 121155Z AUTO 5SM BR BKN009 OVC060 M23/M23 A3005 RMK AO2,
46D,2020-02-12 11:55,-99.1513,47.4511,489.80,-0.40,-7.60,70.85,10.00,22.00,0.00,29.99,,3.00,,FEW,OVC,,,1100.00,3500.00,,,HZ,,,,,,,-24.81,K46D 121155Z AUTO 01022KT 3SM HZ FEW011 OVC035 M18/M22 A2999 RMK AO2,
2C8,2020-02-12 11:55,-97.6320,48.7837,272.00,-11.20,-16.60,76.21,340.00,26.00,0.00,30.08,,0.50,33.00,OVC,,,,400.00,,,,-SN,,,,,,,-41.11,K2C8 121155Z AUTO 34026G33KT 1/2SM -SN OVC004 M24/M27 A3008 RMK AO2,
D50,2020-02-12 11:55,-103.2973,48.9285,594.00,-4.00,-9.40,76.96,360.00,20.00,0.00,30.16,,7.00,,SCT,BKN,BKN,,2200.00,3800.00,11000.00,,,,,,,,,-28.68,KD50 121155Z AUTO 36020KT 7SM SCT022 BKN038 BKN110 M20/M23 A3016 RMK AO2,
GWR,2020-02-12 11:55,-97.6435,46.2187,385.00,10.40,10.40,100.00,10.00,29.00,0.00,29.82,,0.25,37.00,OVC,,,,600.00,,,,FZFG,,,,,,,-12.72,KGWR 121155Z AUTO 01029G37KT M1/4SM FZFG OVC006 M12/M12 A2982 RMK A01,
5H4,2020-02-12 11:55,-99.9317,47.7912,489.00,-2.20,-11.20,64.62,30.00,19.00,0.00,30.06,,10.00,,BKN,OVC,,,4100.00,4800.00,,,,,,,,,,-25.79,K5H4 121155Z AUTO 03019KT 10SM BKN041 OVC048 M19/M24 A3006 RMK AO2,
7L2,2020-02-12 11:55,-100.2456,46.2206,541.00,10.40,5.00,78.35,30.00,19.00,0.00,29.89,,1.25,25.00,SCT,BKN,OVC,,400.00,900.00,4200.00,,-SN,,,,,,,-9.13,K7L2 121155Z AUTO 03019G25KT 1 1/4SM -SN SCT004 BKN009 OVC042 M12/M15 A2989 RMK AO2,
2D5,2020-02-12 11:55,-98.0799,46.1731,407.00,10.40,10.40,100.00,360.00,26.00,0.00,29.83,,0.75,35.00,,,,,,,,,-SN,,,,,,,-11.77,K2D5 121155Z AUTO 36026G35KT 3/4SM -SN M12/M12 A2983 RMK AO2,
06D,2020-02-12 11:55,-99.6208,48.8844,555.00,-13.00,-20.20,69.27,10.00,27.00,0.00,30.04,,7.00,,BKN,BKN,,,600.00,1100.00,,,,,,,,,,-43.99,K06D 121155Z AUTO 01027KT 7SM BKN006 BKN011 M25/M29 A3004 RMK AO2,
D60,2020-02-12 11:55,-102.8974,48.3803,690.00,5.00,1.40,84.68,30.00,17.00,0.00,30.08,,6.00,,BKN,OVC,,,1700.00,3200.00,,,-UP,,,,,,,-15.30,KD60 121155Z AUTO 03017KT 6SM -UP BKN017 OVC032 M15/M17 A3008 RMK AO2,
BWP,2020-02-12 11:55,-96.6074,46.2441,294.70,12.20,8.60,85.17,350.00,22.00,0.00,29.79,,1.00,32.00,,,,,,,,,,,,,,,,-7.93,KBWP 121155Z AUTO 35022G32KT 1SM M11/M13 A2979 RMK AO1,
96D,2020-02-12 11:55,-97.9028,48.9406,287.00,-13.00,-20.20,69.27,350.00,23.00,0.00,30.13,,3.00,31.00,OVC,,,,1000.00,,,,HZ,,,,,,,-42.17,K96D 121155Z AUTO 35023G31KT 3SM HZ OVC010 M25/M29 A3013 RMK AO2,
S25,2020-02-12 11:55,-103.2552,47.7966,642.00,10.40,5.00,78.35,20.00,10.00,0.00,30.07,,10.00,,FEW,OVC,,,1100.00,2800.00,,,,,,,,,,-4.12,KS25 121155Z AUTO 02010KT 10SM FEW011 OVC028 M12/M15 A3007 RMK AO2,
DVL,2020-02-12 11:56,-98.9083,48.1146,443.00,-9.00,-14.10,77.61,10.00,28.00,,30.02,1075.30,1.50,33.00,BKN,OVC,,,1000.00,5500.00,,,-SN,,,,38.00,10.00,2020-02-12 11:09,-38.94,KDVL 121156Z AUTO 01028G33KT 1 1/2SM -SN BKN010 OVC055 M23/M26 A3002 RMK AO2 PK WND 01038/1109 VIS 1V2 1/2 CIG 007V012 SLP753 P0000 60000 T12281256 11033 21228 53060 FZRANO,
DIK,2020-02-12 11:56,-102.8019,46.7973,789.00,10.00,5.00,79.76,20.00,18.00,,29.94,1017.70,4.00,26.00,OVC,,,,1300.00,,,,-SN,,,,33.00,20.00,2020-02-12 11:00,-9.21,KDIK 121156Z AUTO 02018G26KT 4SM -SN OVC013 M12/M15 A2994 RMK AO2 PK WND 02033/1100 PRESRR SLP177 P0000 60004 70004 T11221150 10000 21122 53078,
JMS,2020-02-12 11:56,-98.6800,46.9300,457.00,3.00,1.90,95.03,360.00,25.00,,29.91,1015.60,1.50,31.00,OVC,,,,2700.00,,,,-SN BR,,,,35.00,10.00,2020-02-12 10:58,-21.45,KJMS 121156Z AUTO 36025G31KT 1 1/2SM -SN BR OVC027 M16/M17 A2991 RMK AO2 PK WND 01035/1058 VIS 1V2 1/2 SLP156 P0000 60000 T11611167 11011 21161 53071 $,
RDR,2020-02-12 11:56,-97.4012,47.9611,278.00,-3.60,-8.70,78.14,20.00,29.00,,29.99,1018.10,0.88,38.00,BKN,OVC,,,900.00,4200.00,,,BLSN,,,,45.00,360.00,2020-02-12 11:11,-31.92,KRDR 121156Z 02029G38KT 7/8SM R35/3500VP6000FT BLSN BKN009 OVC042 M20/M23 A2999 RMK AO2A PK WND 36045/11 CIG 009V042 SLP181 P0000 60001 4/014 T11981226 11009 21198 52063,
N60,2020-02-12 12:52,-101.4394,47.6458,587.00,0.00,-6.00,75.15,,,0.00,30.08,1022.40,,,,,,,,,,,,,,,,,,,KN60 121252Z AUTO M18/M21 A3008 RMK AO1 PRESRR SLP224 T11781211 $,
BIS,2020-02-12 12:52,-100.7458,46.7727,506.00,5.00,-4.00,65.62,20.00,18.00,,30.06,1020.90,8.00,29.00,OVC,,,,3100.00,,,,,,,,31.00,10.00,2020-02-12 12:36,-15.79,KBIS 121252Z 02018G29KT 8SM OVC031 M15/M20 A3006 RMK AO2 PK WND 01031/1236 UPB30E31 PRESRR SLP209 P0000 T11501200 $,
HEI,2020-02-12 12:53,-102.6560,46.0149,828.00,10.00,7.00,87.37,10.00,20.00,,29.95,1018.30,2.00,28.00,SCT,OVC,,,1200.00,2800.00,,,-SN BR,,,,36.00,360.00,2020-02-12 12:06,-10.08,KHEI 121253Z AUTO 01020G28KT 2SM -SN BR SCT012 OVC028 M12/M14 A2995 RMK AO2 PK WND 36036/1206 SLP183 P0000 T11221139,
GFK,2020-02-12 12:53,-97.1761,47.9492,257.00,-9.00,-14.10,77.61,350.00,32.00,,30.05,1020.00,0.25,45.00,VV ,,,,500.00,,,,BLSN,,,,49.00,350.00,2020-02-12 12:01,-40.43,KGFK 121253Z 35032G45KT 1/4SM R35L/1800V5000FT BLSN VV005 M23/M26 A3005 RMK AO2 PK WND 35049/1201 SNB18E20 PRESRR SLP200 P0000 T12281256 $,
FAR,2020-02-12 12:53,-96.8111,46.9253,274.00,1.00,-3.00,83.21,350.00,29.00,0.02,29.93,1015.30,0.50,43.00,VV ,,,,900.00,,,,-SN FZFG,,,,46.00,350.00,2020-02-12 11:55,-25.61,KFAR 121253Z 35029G43KT 1/2SM -SN FZFG VV009 M17/M19 A2993 RMK AO2 PK WND 35046/1155 PRESRR SLP153 P0002 T11721194 $,
MOT,2020-02-12 12:54,-101.2803,48.2594,523.00,-4.00,-9.90,75.09,350.00,13.00,,30.15,1024.60,10.00,22.00,FEW,,,,1000.00,,,,,,,,26.00,360.00,2020-02-12 12:26,-24.55,KMOT 121254Z 35013G22KT 10SM FEW010 M20/M23 A3015 RMK AO2 PK WND 36026/1226 SNB24E39 SLP246 P0000 T12001233,
20U,2020-02-12 12:55,-103.9821,46.9252,840.00,10.40,8.60,92.25,10.00,19.00,0.00,30.06,,4.00,,BKN,OVC,,,600.00,1300.00,,,-SN,,,,,,,-9.13,K20U 121255Z AUTO 01019KT 4SM -SN BKN006 OVC013 M12/M13 A3006 RMK AO2,
S25,2020-02-12 12:55,-103.2552,47.7966,642.00,8.60,3.20,78.18,30.00,13.00,0.00,30.12,,10.00,,OVC,,,,2000.00,,,,,,,,,,,-8.41,KS25 121255Z AUTO 03013KT 10SM OVC020 M13/M16 A3012 RMK AO2,
96D,2020-02-12 12:55,-97.9028,48.9406,287.00,-14.80,-22.00,69.03,340.00,22.00,0.00,30.19,,4.00,28.00,OVC,,,,1100.00,,,,HZ,,,,,,,-44.09,K96D 121255Z AUTO 34022G28KT 4SM HZ OVC011 M26/M30 A3019 RMK AO2,
BWP,2020-02-12 12:55,-96.6074,46.2441,294.70,8.60,3.20,78.18,350.00,26.00,0.00,29.86,,1.00,35.00,,,,,,,,,,,,,,,,-14.21,KBWP 121255Z AUTO 35026G35KT 1SM M13/M16 A2986 RMK AO1,
5H4,2020-02-12 12:55,-99.9317,47.7912,489.00,-4.00,-13.00,64.37,10.00,23.00,0.00,30.13,,10.00,,OVC,,,,5000.00,,,,,,,,,,,-30.08,K5H4 121255Z AUTO 01023KT 10SM OVC050 M20/M25 A3013 RMK AO2,
BAC,2020-02-12 12:55,-98.0180,46.9412,427.30,-0.40,-5.80,77.32,360.00,18.00,0.00,29.96,,4.00,31.00,OVC,,,,3800.00,,,,-SN,,,,,,,-22.90,KBAC 121255Z AUTO 36018G31KT 4SM -SN OVC038 M18/M21 A2996 RMK AO2,
D60,2020-02-12 12:55,-102.8974,48.3803,690.00,-0.40,-5.80,77.32,40.00,16.00,0.00,30.14,,9.00,,OVC,,,,2100.00,,,,,,,,,,,-21.81,KD60 121255Z AUTO 04016KT 9SM OVC021 M18/M21 A3014 RMK AO2,
08D,2020-02-12 12:55,-102.4064,48.3008,682.00,-4.00,-14.80,58.80,20.00,14.00,0.00,30.13,,10.00,25.00,BKN,,,,3600.00,,,,,,,,,,,-25.24,K08D 121255Z AUTO 02014G25KT 10SM BKN036 M20/M26 A3013 RMK AO2,
9D7,2020-02-12 12:55,-99.2364,48.4800,451.00,-13.00,-13.00,100.00,360.00,22.00,0.00,30.15,,10.00,,CLR,,,,,,,,,,,,,,,-41.68,K9D7 121255Z AUTO 36022KT 10SM CLR M25/M25 A3015 RMK AO2,
S32,2020-02-12 12:55,-98.1059,47.4228,434.00,-4.00,-4.00,100.00,360.00,26.00,0.00,29.99,,0.75,35.00,OVC,,,,5000.00,,,,-SN,,,,,,,-31.33,KS32 121255Z AUTO 36026G35KT 3/4SM -SN OVC050 M20/M20 A2999 RMK AO2,
2C8,2020-02-12 12:55,-97.6320,48.7837,272.00,-14.80,-20.20,75.83,350.00,23.00,0.00,30.15,,0.75,33.00,OVC,,,,500.00,,,,-SN,,,,,,,-44.59,K2C8 121255Z AUTO 35023G33KT 3/4SM -SN OVC005 M26/M29 A3015 RMK AO2,
2D5,2020-02-12 12:55,-98.0799,46.1731,407.00,6.80,5.00,92.12,360.00,27.00,0.00,29.89,,0.50,33.00,,,,,,,,,-SN,,,,,,,-17.00,K2D5 121255Z AUTO 36027G33KT 1/2SM -SN M14/M15 A2989 RMK AO2,
HZE,2020-02-12 12:55,-101.5810,47.2899,552.00,5.00,-0.40,77.84,20.00,17.00,0.00,30.12,,7.00,,SCT,SCT,OVC,,1500.00,2100.00,3600.00,,-SN,,,,,,,-15.30,KHZE 121255Z AUTO 02017KT 7SM -SN SCT015 SCT021 OVC036 M15/M18 A3012 RMK AO2,
GWR,2020-02-12 12:55,-97.6435,46.2187,385.00,5.00,5.00,100.00,10.00,21.00,0.00,29.89,,0.25,28.00,BKN,OVC,,,300.00,600.00,,,FZFG,,,,,,,-17.16,KGWR 121255Z AUTO 01021G28KT 1/4SM FZFG BKN003 OVC006 M15/M15 A2989 RMK A01,
D50,2020-02-12 12:55,-103.2973,48.9285,594.00,-7.60,-14.80,69.96,10.00,14.00,0.00,30.22,,10.00,,FEW,FEW,FEW,,2000.00,3600.00,4300.00,,,,,,,,,-29.88,KD50 121255Z AUTO 01014KT 10SM FEW020 FEW036 FEW043 M22/M26 A3022 RMK AO2,
Y19,2020-02-12 12:55,-100.8944,46.7680,592.00,3.20,-4.00,71.29,20.00,20.00,0.00,30.02,,3.00,27.00,BKN,OVC,,,2600.00,3100.00,,,HZ,,,,,,,-19.11,KY19 121255Z AUTO 02020G27KT 3SM HZ BKN026 OVC031 M16/M20 A3002 RMK AO2,
7L2,2020-02-12 12:55,-100.2456,46.2206,541.00,5.00,-2.20,71.50,20.00,15.00,0.00,29.98,,2.50,24.00,FEW,SCT,BKN,,1000.00,2900.00,4000.00,,-SN,,,,,,,-14.22,K7L2 121255Z AUTO 02015G24KT 2 1/2SM -SN FEW010 SCT029 BKN040 M15/M19 A2998 RMK AO2,
D55,2020-02-12 12:55,-98.3937,48.7531,490.00,-16.60,-22.00,75.63,360.00,25.00,0.00,30.07,,2.00,31.00,OVC,,,,600.00,,,,HZ,,,,,,,-47.99,KD55 121255Z AUTO 36025G31KT 2SM HZ OVC006 M27/M30 A3007 RMK AO2,
GAF,2020-02-12 12:55,-97.3709,48.4047,251.00,-11.20,-16.60,76.21,350.00,29.00,0.00,30.12,,0.25,37.00,BKN,BKN,,,200.00,800.00,,,-SN,,,,,,,-42.34,KGAF 121255Z AUTO 35029G37KT 1/4SM -SN BKN002 BKN008 M24/M27 A3012 RMK AO2,
RUG,2020-02-12 12:55,-100.0243,48.3904,471.00,-7.60,-18.40,58.23,20.00,15.00,0.00,30.15,,10.00,21.00,FEW,SCT,,,1300.00,1900.00,,,,,,,,,,-30.56,KRUG 121255Z AUTO 02015G21KT 10SM FEW013 SCT019 M22/M28 A3015 RMK AO2,
06D,2020-02-12 12:55,-99.6208,48.8844,555.00,-14.80,-23.80,62.78,360.00,25.00,0.00,30.10,,10.00,32.00,CLR,,,,,,,,,,,,,,,-45.55,K06D 121255Z AUTO 36025G32KT 10SM CLR M26/M31 A3010 RMK AO2,
46D,2020-02-12 12:55,-99.1513,47.4511,489.80,-4.00,-11.20,70.41,360.00,18.00,0.00,30.07,,5.00,27.00,FEW,SCT,OVC,,1000.00,1400.00,4300.00,,HZ,,,,,,,-27.64,K46D 121255Z AUTO 36018G27KT 5SM HZ FEW010 SCT014 OVC043 M20/M24 A3007 RMK AO2,
JMS,2020-02-12 12:56,-98.6800,46.9300,457.00,1.00,-4.00,78.95,360.00,26.00,,29.98,1018.10,3.00,33.00,BKN,OVC,,,3800.00,5000.00,,,BLSN,,,,37.00,10.00,2020-02-12 12:00,-24.54,KJMS 121256Z AUTO 36026G33KT 3SM BLSN BKN038 OVC050 M17/M20 A2998 RMK AO2 PK WND 01037/1200 UPB00E03SNE00 SLP181 P0000 T11721200 $,
DIK,2020-02-12 12:56,-102.8019,46.7973,789.00,10.00,5.00,79.76,20.00,12.00,,30.00,1019.70,3.00,19.00,SCT,OVC,,,1500.00,2300.00,,,-SN,,,,,,,-6.00,KDIK 121256Z AUTO 02012G19KT 3SM -SN SCT015 OVC023 M12/M15 A3000 RMK AO2 PRESRR SLP197 P0000 T11221150,
RDR,2020-02-12 12:56,-97.4012,47.9611,278.00,-8.50,-13.90,76.50,10.00,27.00,,30.07,1020.90,0.62,34.00,VV ,,,,600.00,,,,BLSN,,,,41.00,360.00,2020-02-12 12:17,-37.85,KRDR 121256Z 01027G34KT 5/8SM R35/3000V5000FT BLSN VV006 M22/M25 A3007 RMK AO2A PK WND 36041/17 VIS 5/8V1 1/4 SLP209 P0000 T12251255,
DVL,2020-02-12 12:56,-98.9083,48.1146,443.00,-13.00,-18.90,74.09,10.00,27.00,,30.09,1077.70,4.00,34.00,FEW,OVC,,,1000.00,6000.00,,,HZ,,,,36.00,10.00,2020-02-12 12:18,-43.99,KDVL 121256Z AUTO 01027G34KT 4SM HZ FEW010 OVC060 M25/M28 A3009 RMK AO2 PK WND 01036/1218 SNE52 PRESRR SLP777 P0000 T12501283 FZRANO,
BIS,2020-02-12 13:52,-100.7458,46.7727,506.00,3.00,-6.00,65.35,10.00,19.00,0.00,30.11,1022.90,10.00,26.00,OVC,,,,4700.00,,,,,,,,29.00,10.00,2020-02-12 13:13,-18.91,KBIS 121352Z 01019G26KT 10SM OVC047 M16/M21 A3011 RMK AO2 PK WND 01029/1313 SLP229 T11611211 $,
N60,2020-02-12 13:52,-101.4394,47.6458,587.00,-3.00,-9.00,74.47,,,0.00,30.15,1025.00,,,,,,,,,,,,,,,,,,,KN60 121352Z AUTO M19/M23 A3015 RMK AO1 SLP250 T11941228 $,
FAR,2020-02-12 13:53,-96.8111,46.9253,274.00,-3.00,-7.00,81.71,350.00,30.00,0.02,30.00,1018.10,0.25,46.00,VV ,,,,1000.00,,,,-SN FZFG,,,,46.00,350.00,2020-02-12 13:44,-31.31,KFAR 121353Z 35030G46KT 1/4SM -SN FZFG VV010 M19/M22 A3000 RMK AO2 PK WND 35046/1344 SLP181 P0002 T11941217,
GFK,2020-02-12 13:53,-97.1761,47.9492,257.00,-13.00,-18.00,77.60,350.00,34.00,0.00,30.12,1022.30,0.25,43.00,VV ,,,,800.00,,,,BLSN,,,,45.00,350.00,2020-02-12 13:28,-46.68,KGFK 121353Z 35034G43KT 1/4SM R35L/2800V4500FT BLSN VV008 M25/M28 A3012 RMK AO2 PK WND 35045/1328 SLP223 T12501278,
HEI,2020-02-12 13:53,-102.6560,46.0149,828.00,8.10,5.00,86.86,10.00,12.00,,30.03,1021.40,2.50,,BKN,OVC,,,1300.00,1800.00,,,-SN BR,,,,33.00,10.00,2020-02-12 12:54,-8.42,KHEI 121353Z AUTO 01012KT 2 1/2SM -SN BR BKN013 OVC018 M13/M15 A3003 RMK AO2 PK WND 01033/1254 SLP214 P0000 T11331150,
MOT,2020-02-12 13:54,-101.2803,48.2594,523.00,-7.00,-15.00,67.59,340.00,17.00,0.00,30.21,1026.70,10.00,23.00,CLR,,,,,,,,,,,,,,,-31.15,KMOT 121354Z 34017G23KT 10SM CLR M22/M26 A3021 RMK AO2 SLP267 T12171261,
RUG,2020-02-12 13:55,-100.0243,48.3904,471.00,-11.20,-20.20,63.32,350.00,12.00,0.00,30.20,,10.00,,CLR,,,,,,,,,,,,,,,-32.98,KRUG 121355Z AUTO 35012KT 10SM CLR M24/M29 A3020 RMK AO2,
HZE,2020-02-12 13:55,-101.5810,47.2899,552.00,3.20,-4.00,71.29,20.00,15.00,0.00,30.18,,10.00,,SCT,OVC,,,1600.00,4000.00,,,,,,,,,,-16.56,KHZE 121355Z AUTO 02015KT 10SM SCT016 OVC040 M16/M20 A3018 RMK AO2,
GAF,2020-02-12 13:55,-97.3709,48.4047,251.00,-13.00,-18.40,76.02,360.00,29.00,0.00,30.18,,0.25,38.00,BKN,BKN,,,200.00,800.00,,,-SN,,,,,,,-44.81,KGAF 121355Z AUTO 36029G38KT M1/4SM -SN BKN002 BKN008 M25/M28 A3018 RMK AO2,
D55,2020-02-12 13:55,-98.3937,48.7531,490.00,-18.40,-25.60,68.55,360.00,21.00,0.00,30.13,,1.00,28.00,,,,,,,,,HZ,,,,,,,-48.37,KD55 121355Z AUTO 36021G28KT 1SM HZ M28/M32 A3013 RMK AO2,
5H4,2020-02-12 13:55,-99.9317,47.7912,489.00,-7.60,-18.40,58.23,,,0.00,30.19,,10.00,,CLR,,,,,,,,,,,,,,,,K5H4 121355Z AUTO 18.76000019G25KT 10SM CLR M22/M28 A3019 RMK AO2,
7L2,2020-02-12 13:55,-100.2456,46.2206,541.00,3.20,-5.80,65.38,360.00,21.00,0.00,30.05,,1.50,28.00,FEW,SCT,BKN,,1300.00,2900.00,4800.00,,-SN,,,,,,,-19.56,K7L2 121355Z AUTO 36021G28KT 1 1/2SM -SN FEW013 SCT029 BKN048 M16/M21 A3005 RMK AO2 VIS 3/4V4,
Y19,2020-02-12 13:55,-100.8944,46.7680,592.00,1.40,-5.80,71.07,20.00,19.00,0.00,30.10,,3.00,26.00,OVC,,,,4200.00,,,,HZ,,,,,,,-21.03,KY19 121355Z AUTO 02019G26KT 3SM HZ OVC042 M17/M21 A3010 RMK AO2,
D50,2020-02-12 13:55,-103.2973,48.9285,594.00,-11.20,-18.40,69.50,360.00,13.00,0.00,30.28,,10.00,,CLR,,,,,,,,,,,,,,,-33.78,KD50 121355Z AUTO 36013KT 10SM CLR M24/M28 A3028 RMK AO2,
2D5,2020-02-12 13:55,-98.0799,46.1731,407.00,3.20,-0.40,84.56,360.00,27.00,0.00,29.97,,1.25,33.00,,,,,,,,,-SN,,,,,,,-21.91,K2D5 121355Z AUTO 36027G33KT 1 1/4SM -SN M16/M18 A2997 RMK AO2,
2C8,2020-02-12 13:55,-97.6320,48.7837,272.00,-18.40,-23.80,75.44,350.00,25.00,0.00,30.21,,0.25,35.00,OVC,,,,800.00,,,,-SN,,,,,,,-50.42,K2C8 121355Z AUTO 35025G35KT 1/4SM -SN OVC008 M28/M31 A3021 RMK AO2,
S32,2020-02-12 13:55,-98.1059,47.4228,434.00,-5.80,-9.40,83.91,360.00,30.00,0.00,30.05,,0.50,36.00,OVC,,,,5000.00,,,,BR,,,,,,,-35.30,KS32 121355Z AUTO 36030G36KT 1/2SM BR OVC050 M21/M23 A3005 RMK AO2,
46D,2020-02-12 13:55,-99.1513,47.4511,489.80,-7.60,-14.80,69.96,360.00,23.00,0.00,30.14,,2.00,33.00,FEW,BKN,,,1100.00,5000.00,,,HZ,,,,,,,-34.92,K46D 121355Z AUTO 36023G33KT 2SM HZ FEW011 BKN050 M22/M26 A3014 RMK AO2,
06D,2020-02-12 13:55,-99.6208,48.8844,555.00,-16.60,-25.60,62.51,350.00,21.00,0.00,30.16,,10.00,30.00,BKN,BKN,,,600.00,900.00,,,,,,,,,,-45.97,K06D 121355Z AUTO 35021G30KT 10SM BKN006 BKN009 M27/M32 A3016 RMK AO2,
9D7,2020-02-12 13:55,-99.2364,48.4800,451.00,-16.60,-16.60,100.00,360.00,22.00,0.00,30.20,,10.00,,CLR,,,,,,,,,,,,,,,-46.50,K9D7 121355Z AUTO 36022KT 10SM CLR M27/M27 A3020 RMK AO2,
08D,2020-02-12 13:55,-102.4064,48.3008,682.00,-7.60,-14.80,69.96,20.00,11.00,0.00,30.18,,10.00,18.00,CLR,,,,,,,,,,,,,,,-27.58,K08D 121355Z AUTO 02011G18KT 10SM CLR M22/M26 A3018 RMK AO2,
D60,2020-02-12 13:55,-102.8974,48.3803,690.00,-5.80,-11.20,76.77,40.00,14.00,0.00,30.19,,9.00,,BKN,,,,1800.00,,,,,,,,,,,-27.56,KD60 121355Z AUTO 04014KT 9SM BKN018 M21/M24 A3019 RMK AO2,
20U,2020-02-12 13:55,-103.9821,46.9252,840.00,10.40,6.80,85.05,,,0.00,30.10,,9.00,,FEW,SCT,OVC,,600.00,1200.00,1900.00,,-SN,,,,,,,,K20U 121355Z AUTO 9SM -SN FEW006 SCT012 OVC019 M12/M14 A3010 RMK AO2,
BAC,2020-02-12 13:55,-98.0180,46.9412,427.30,-4.00,-11.20,70.41,360.00,25.00,0.00,30.04,,4.00,,OVC,,,,5000.00,,,,-SN,,,,,,,-30.93,KBAC 121355Z AUTO 36025KT 4SM -SN OVC050 M20/M24 A3004 RMK AO2,
BWP,2020-02-12 13:55,-96.6074,46.2441,294.70,3.20,-2.20,77.67,350.00,24.00,0.00,29.91,,0.50,38.00,,,,,,,,,,,,,,,,-20.80,KBWP 121355Z AUTO 35024G38KT 1/2SM M16/M19 A2991 RMK AO1,
96D,2020-02-12 13:55,-97.9028,48.9406,287.00,-18.40,-25.60,68.55,340.00,21.00,0.00,30.25,,5.00,28.00,OVC,,,,1300.00,,,,HZ,,,,,,,-48.37,K96D 121355Z AUTO 34021G28KT 5SM HZ OVC013 M28/M32 A3025 RMK AO2,
S25,2020-02-12 13:55,-103.2552,47.7966,642.00,6.80,-0.40,71.71,30.00,15.00,0.00,30.17,,8.00,,OVC,,,,2100.00,,,,,,,,,,,-11.89,KS25 121355Z AUTO 03015KT 8SM OVC021 M14/M18 A3017 RMK AO2,
GWR,2020-02-12 13:55,-97.6435,46.2187,385.00,3.20,-0.40,84.56,10.00,30.00,0.00,29.95,,0.25,36.00,OVC,,,,300.00,,,,FZFG,,,,,,,-22.92,KGWR 121355Z AUTO 01030G36KT M1/4SM FZFG OVC003 M16/M18 A2995 RMK A01,
RDR,2020-02-12 13:56,-97.4012,47.9611,278.00,-12.30,-17.90,75.32,10.00,30.00,,30.14,1023.50,0.88,37.00,VV ,,,,800.00,,,,BLSN,,,,42.00,360.00,2020-02-12 13:02,-44.24,KRDR 121356Z 01030G37KT 7/8SM R35/5000VP6000FT BLSN VV008 M25/M28 A3014 RMK AO2A PK WND 36042/02 CIG 006V008 CIG 006 RWY17 SLP235 P0000 T12461277,
